AnalyticalID,Date,StartTime,Time,Name,Xp626_L2_mean,Xp626_L2_std,mismatch_Xp626_L2,std_mismatch_Xp626_L2,Praw_mean,Praw_std,mismatch_Praw,std_mismatch_Praw,Traw_mean,Traw_std,mismatch_Traw,std_mismatch_Traw,cycle_n,outliers,dp13C_L1_raw_mean,dp13C_L1_raw_std,dp18O_L1_raw_mean,dp18O_L1_raw_std,dp18O_L2_raw_mean,dp18O_L2_raw_std,dp17O_L2_raw_mean,dp17O_L2_raw_std,Dp17O_raw_mean,Dp17O_raw_std,Dp17O_corr
NBS18-47,4-Apr-24,11:59:00,11:59:46,240404_115946,411998.1715,292.217025,-4771.971416,281.0155388,28.34953735,0.055270119,-0.086253262,0.055266261,296.755764,0.000696878,-0.000295353,0.00057006,10,1,35.20981518,0.022765263,7.124305336,0.026235416,6.962557158,0.060644619,3.671023157,0.047103821,-0.005207022,0.027851448,-0.041951202
NBS18-48,4-Apr-24,15:11:00,15:11:49,240404_151149,399307.5081,210.1312076,-17336.49981,96.63316096,28.35739662,0.022568624,-0.097306277,0.028201457,296.7538705,0.001119587,3.68E-05,0.001271773,10,0,35.08095254,0.031433564,6.846231209,0.015219474,6.523065723,0.148477998,3.546211355,0.080017504,0.102032653,0.028332042,-0.031458395
NBS18-49,9-Apr-24,11:10:00,11:09:04,240409_110904,366543.7116,128.80829,-50289.75854,111.9018213,28.3260805,0.023050451,-0.065302162,0.019123019,296.7516485,0.001456676,-2.92E-05,0.000520596,10,0,34.90285932,0.014759655,7.062110203,0.011469898,6.134611736,0.027772705,3.618305016,0.02089261,0.379230019,0.02716057,-0.008001121
NBS18-51,11-Jun-24,16:32:00,16:32:10,240611_163210,407305.9629,374.4917179,-9470.736155,373.1727401,28.60511028,0.039558142,-0.029752345,0.041543889,296.7195476,0.000428291,0.000161479,0.000664408,12,0,35.09237053,0.047321015,7.17420788,0.047737638,6.948129814,0.137894538,3.708467696,0.086863097,0.039855154,0.02284141,-0.033069514
NBS18-52,24-Jun-24,16:00:00,16:00:08,240624_160008,414971.0376,599.8717213,-2054.112534,604.6514044,28.65897501,0.035298001,-0.078076025,0.042275649,296.7085253,0.00103734,6.66E-05,0.000697515,13,1,35.1663829,0.031424337,7.18742882,0.036977526,7.131228545,0.077007293,3.782764877,0.056339755,0.017476205,0.022488704,0.001659539
NBS18-54,16-Aug-24,13:26:00,13:26:47,240816_132647,423328.8298,438.5320706,6233.1122,433.3059909,28.8306272,0.049718849,-0.089370152,0.050344313,296.7190888,0.003859319,-0.001142207,0.001045726,10,2,35.24004807,0.018154625,7.468912068,0.025764886,7.453527358,0.044423589,3.936728622,0.026544229,0.001266177,0.014791196,0.049261141
NBS18-55,16-Aug-24,16:10:00,16:10:29,240816_161029,427473.0683,344.3737033,10143.46422,233.1647631,28.94425851,0.060500535,-0.049720756,0.077156226,296.72398,0.001450889,0.000402922,0.001067795,12,0,35.27862279,0.05810144,7.340188803,0.045422219,7.478869902,0.115975878,3.842889074,0.143852116,-0.105954234,0.094486425,-0.02784956
NBS18-56,27-Aug-24,16:23:00,16:23:37,240827_162337,436731.4485,404.4505143,20034.60581,368.2165711,28.9565551,0.040843507,-0.073163546,0.050044106,296.6743755,0.003123011,-0.001058635,0.001483154,13,0,35.29920947,0.03212827,7.289968179,0.035472148,7.681068102,0.108167572,3.886496176,0.105687225,-0.169107782,0.057055536,-0.014841317
NBS18-57,3-Sep-24,13:33:00,13:33:12,240903_133312,434244.5544,502.7783902,16672.73349,520.8097304,28.19524271,0.041665234,-0.073900742,0.03099707,296.7125982,0.000988688,0.000148439,0.000760514,12,0,35.24578155,0.02503406,7.222905193,0.029937398,7.606101624,0.122079042,3.952750538,0.027986506,-0.063271119,0.061143034,0.065108929
NBS18-58,19-Sep-24,15:11:00,15:11:24,240919_151124,423958.9819,497.2151958,7132.310906,501.6886751,29.15972283,0.037461629,-0.072226384,0.03884696,296.7023224,0.001884363,-2.04E-05,0.000798457,11,1,35.21567933,0.033979822,7.334809057,0.029301228,7.438344991,0.04991048,3.859059808,0.032519463,-0.068386347,0.020158208,-0.013467553
NBS18-59,25-Sep-24,16:55:00,16:55:26,240925_165526,419876.6754,859.7833531,2813.799714,936.7349001,29.18883627,0.03997263,-0.108626263,0.047832399,296.7040708,0.000750705,-0.000210465,0.000587392,13,0,35.21725006,0.037705132,7.452691297,0.03691262,7.440844779,0.131369045,3.950798697,0.116897436,0.022032654,0.050276402,0.043698911
NBS18-60,2-Oct-24,16:02:00,16:02:11,241002_160211,420045.4092,476.9580994,3022.800347,433.6814555,29.22576399,0.049344906,-0.057382688,0.040581917,296.7107035,0.001006294,-0.000184577,0.000699701,11,0,35.44393184,0.020214879,7.539551556,0.03404548,7.550869127,0.041744236,3.991559464,0.035804869,0.004700565,0.020247085,0.027976128
NBS18-61,7-Oct-24,16:45:00,16:45:46,241007_164546,422974.8082,779.4914474,6543.36645,801.6995497,29.07077828,0.058367071,-0.087597716,0.069910653,296.7648558,0.002675885,-0.000991418,0.000465027,12,0,35.42890963,0.016031374,7.498115107,0.020849386,7.539499465,0.071950066,4.00972862,0.041975083,0.028872902,0.065526929,0.079256824
