ID,dateTimeMeasured,SampleName,d17O,d17OError,d18O,d18OError,Dp17O,Dp17OError,nSamCycles,nSamPoints,nRefPoints,pCO2Ref,pCO2Ref_error,pCO2Sam,pCO2Sam_error,pCO2Mismatch,pCO2Mismatch_error,PCellRef,PCellRef_error,PCellSam,PCellSam_error,PCellMismatch,PCellMismatch_error,TCellSam,TCellSam_error,TCellRef,TCellRef_error,TCellMismatch,TCellMismatch_error,measurementPeriod
19707,2025-07-07 01:02:19,heavyVsRef,39.597,0.014,76.228,0.012,44.8,8.3,10.0,2058.0,2062.0,419.308,0.68327,420.366,1.0253,1.03636,0.3994,41.3341,0.00135,41.3335,0.00102,-0.00056,0.00104,24.5305,0.004,24.5305,0.004,-0.00014,0.00047,2025-06-28 to 2025-08-06
19709,2025-07-07 05:38:07,heavyVsRef,39.585,0.015,76.217,0.01,38.5,9.8,10.0,2075.0,2102.0,419.424,0.71914,420.242,0.98319,0.86272,0.3791,41.3336,0.00119,41.3339,0.00094,0.00036,0.00075,24.5266,0.00371,24.5266,0.00371,-3e-05,0.00054,2025-06-28 to 2025-08-06
19717,2025-07-08 00:36:45,heavyVsRef,39.574,0.013,76.208,0.01,33.0,7.9,10.0,2041.0,2045.0,419.618,0.71093,420.36,1.04433,0.73504,0.46761,41.3346,0.00296,41.3346,0.00245,0.00035,0.00204,24.5244,0.00483,24.5244,0.00483,0.00027,0.00039,2025-06-28 to 2025-08-06
19719,2025-07-08 05:10:48,heavyVsRef,39.609,0.015,76.231,0.01,55.2,9.3,10.0,2052.0,2093.0,419.726,0.76913,420.499,0.96508,0.75634,0.29835,41.3343,0.00286,41.3341,0.0012,-0.00018,0.00164,24.5237,0.00497,24.5237,0.00497,-0.00027,0.00054,2025-06-28 to 2025-08-06
19725,2025-07-09 02:41:36,heavyVsRef,39.596,0.017,76.266,0.014,25.5,9.7,10.0,1959.0,2286.0,420.737,0.6929,419.812,0.96669,-0.94182,0.23468,41.3342,0.00438,41.3337,0.00087,-0.0002,0.00248,24.5212,0.00386,24.5212,0.00386,2e-05,0.00049,2025-06-28 to 2025-08-06
19727,2025-07-09 07:18:26,heavyVsRef,39.617,0.029,76.294,0.027,31.2,15.8,10.0,1983.0,2250.0,420.922,0.70666,419.886,1.02131,-1.02902,0.4348,41.3342,0.00364,41.334,0.00154,6e-05,0.00262,24.5146,0.00575,24.5146,0.00575,0.00018,0.00036,2025-06-28 to 2025-08-06
19735,2025-07-10 02:08:53,heavyVsRef,39.583,0.026,76.247,0.024,22.5,13.0,10.0,2049.0,2307.0,420.54,0.70533,419.911,1.0111,-0.68211,0.34098,41.3317,0.00467,41.3335,0.00098,0.00173,0.00318,24.514,0.00394,24.514,0.00394,7e-05,0.00032,2025-06-28 to 2025-08-06
19737,2025-07-10 06:49:21,heavyVsRef,39.635,0.016,76.292,0.014,49.9,9.2,10.0,2053.0,2265.0,420.283,0.71445,419.533,0.98951,-0.75608,0.26753,41.3334,0.00437,41.3345,0.0016,0.00143,0.00284,24.5133,0.0047,24.5133,0.0047,0.00022,0.00051,2025-06-28 to 2025-08-06
19742,2025-07-10 23:35:11,heavyVsRef,39.624,0.014,76.271,0.016,50.4,6.4,10.0,2004.0,2276.0,420.533,0.69074,419.912,0.97782,-0.63031,0.31882,41.3347,0.00243,41.3336,0.00126,-0.00129,0.00162,24.5159,0.00523,24.5159,0.00523,0.00017,0.0005,2025-06-28 to 2025-08-06
19744,2025-07-11 04:14:54,heavyVsRef,39.622,0.018,76.274,0.017,46.6,9.0,10.0,2029.0,2256.0,420.469,0.71755,419.824,0.9808,-0.69097,0.34234,41.3343,0.00331,41.3342,0.0012,-3e-05,0.00186,24.5134,0.00489,24.5134,0.00489,0.0001,0.00039,2025-06-28 to 2025-08-06
19755,2025-07-12 00:01:50,heavyVsRef,39.647,0.011,76.28,0.013,67.6,5.9,10.0,1922.0,2232.0,420.491,0.71712,420.072,0.9969,-0.44592,0.50441,41.3334,0.00481,41.335,0.00218,0.00132,0.00364,24.517,0.00458,24.517,0.00458,-0.0001,0.00044,2025-06-28 to 2025-08-06
19757,2025-07-12 04:35:43,heavyVsRef,39.625,0.014,76.244,0.016,63.8,8.2,10.0,1947.0,2181.0,420.49,0.70943,420.415,1.02604,-0.08653,0.42215,41.3328,0.00386,41.3345,0.00223,0.00176,0.00273,24.5149,0.00517,24.5149,0.00517,0.00037,0.00044,2025-06-28 to 2025-08-06
19765,2025-07-12 22:54:07,heavyVsRef,39.605,0.017,76.235,0.013,49.5,11.3,10.0,2005.0,2123.0,420.208,0.67963,420.651,0.97676,0.43951,0.38869,41.3337,0.00128,41.3343,0.00118,0.00047,0.00108,24.514,0.00447,24.514,0.00447,-0.00021,0.00043,2025-06-28 to 2025-08-06
19767,2025-07-13 03:28:00,heavyVsRef,39.593,0.023,76.224,0.018,43.4,13.9,10.0,2056.0,2124.0,420.098,0.69585,420.603,1.00172,0.49634,0.4653,41.3336,0.00148,41.3335,0.00113,6e-05,0.00109,24.515,0.00454,24.515,0.00454,-0.00027,0.00046,2025-06-28 to 2025-08-06
19775,2025-07-13 21:52:57,heavyVsRef,39.626,0.02,76.264,0.013,55.2,13.3,10.0,2006.0,2151.0,420.273,0.70619,420.513,0.95718,0.21976,0.31114,41.3338,0.00126,41.3334,0.00121,-0.00034,0.00111,24.5154,0.00492,24.5154,0.00492,0.00019,0.00037,2025-06-28 to 2025-08-06
19777,2025-07-14 02:27:29,heavyVsRef,39.643,0.022,76.258,0.016,74.1,13.7,10.0,2000.0,2129.0,420.06,0.6649,420.562,0.99906,0.49008,0.30916,41.3336,0.00127,41.3337,0.00111,1e-05,0.00079,24.5175,0.00539,24.5175,0.00539,0.00018,0.00048,2025-06-28 to 2025-08-06
